year,month,58504f5d006cb93ed40eec39,58504f5d006cb93ed40eec3b,58504f5d006cb93ed40eec3a,58504f5d006cb93ed40eec55,58504f5d006cb93ed40eec5a,58504f5d006cb93ed40eec3c,58504f5d006cb93ed40eec3d,58504f5d006cb93ed40eec3e,58504f5d006cb93ed40eec40,58504f5d006cb93ed40eec3f,58504f5d006cb93ed40eec41,58504f5d006cb93ed40eec42,58504f5d006cb93ed40eec43,58504f5d006cb93ed40eec44,58504f5d006cb93ed40eec45,58504f5d006cb93ed40eec46,58504f5d006cb93ed40eec49,58504f5d006cb93ed40eec47,58504f5d006cb93ed40eec48,58504f5d006cb93ed40eec4b,58504f5d006cb93ed40eec4a,58504f5d006cb93ed40eec4c,58504f5d006cb93ed40eec4d,58504f5d006cb93ed40eec4e,58504f5d006cb93ed40eec4f,58504f5d006cb93ed40eec50,58504f5d006cb93ed40eec51,58504f5d006cb93ed40eec52,58504f5d006cb93ed40eec54,58504f5d006cb93ed40eec56,58504f5d006cb93ed40eec53,58504f5d006cb93ed40eec57,58504f5d006cb93ed40eec59,58504f5d006cb93ed40eec58
2000,10,104,182.8,131.5,127,204.9,223.7,214.1,242,187,128,179,202.1,221.9,188,126,283,172.5,218,227.2,296.4,302,208,103.6,259.8,165.9,213,161,181,105.8,198.9,429.9,288,280,218
2000,11,119,126.6,73.3,160,163.7,87,96,299,147.3,82,137.6,56.3,109.7,189,153,101,153.2,72,88.6,114.7,62,147,49.1,88.3,83.1,166,169,316,203,195.2,144.7,141.9,138,138
2000,12,112.6,180,59.2,82,128.1,76.3,50,132,134,117,111.2,71.8,136.2,106,77,161,77.5,115,88.9,170.6,124,103,92.7,44.6,56.8,78,33,175,178.1,208.8,42,84.3,118,62
2001,1,57.2,52.5,75,60,64.1,49,169,91,79.8,68,39.9,45.4,78.9,44,55,181,72.5,87,30.4,46.8,35,42,45.4,19.8,89.1,41,22,190,131.9,229.5,125,104.1,121,70
2001,2,70.4,45,123.2,107,96.85237576,167.2,115,149,132.7,87,233.7,132,198.4,165,51,266,131.3,75,39.3,20,192,156,70.6,143.8,86.5,53,53,203,74.8,158.1,113.3,104.8,45,121
2001,3,196.8,185.9,178.8,216.9905298,136.3,218.5,181.7,311,315.3,81,259.2,244,477.3,131,197,305,153,89,274.7,228.5,319,186,126.6,153.6,222.1,132,292,337,238.2,352.8,112.2,236.5,342,326
2001,4,26.5,46,46.9,48,61.9,122,47,101,91.3,63,111.4,124.9,77.2,209,10,32,64.9,137,58,83.9,185,189.2,199.1,171.7,91.7,137,146,108,44.1,117,74.1,47.3,81,144
2001,5,56.7,157.4,144.5,172,112.3,141.7,226,209,139.4,121,137.5,148.3,239.4,240,220,242,268.7,207,184.1,136.9,174,46.9,100.9,121.3,198.6,222,205,220,228.3,318.6,154.8,199.8,144,337
2001,6,15,9,52.3,36,4.2,66.2,127,55,102.5,27.2,83.3,29.39242457,140.5,68,0,77,56.7,25,37.9,24.5,82,61.6,43.7,27,94,22,71,57,89.3,73,20,47.8,56,127
2001,7,6.1,8.2,37.3,126,116.5,73.2,3,99,58.9,34,57.5,34,45.4,70,85,125,134.3,60,82.7,135.8,77,29.8,130,90.6,149.3,91,134,70,86.9,19.7,11.6,71.8,1,80
2001,8,1.2,0,0.1,1,0,35.4,0,0,0,16,2.2,0,2.1,2,0,0,0,0,10,31,2,4.3,4.3,5.2,54.9,29,37,6,0,3.1,0,18.4,0,2
2001,9,71.2,58.3,95.8,117,145.3,88.9,94,153,74.5,50,16.2,71,51,133,164,127.6,158.3,178,76,66.9,102,91.4,261.9,160.5,124,144,74,145,237.6,144.7,85.6,157.7,111,213
2001,10,67.1,46.8,94.9,100,85.9,347.8,182,265,72.4,109,223.4,98,187.1,160,60,146,90.9,126,116.5,106.6,168,60.9,155.4,151,133.6,144,53,239,98.6,283.8,64.9,166.1,215,142
2001,11,115.9,203,297.5,213,181.3,385.6,338,464,363.2,132,251.5,113,228.1,279,115,147,305.7,278,231.7,229,247,94.3,121.7,155.7,117.8,152,118,560,269.8,357.9,184.4,332.7,409,285
2001,12,319.6,201.5,191.9,195,279.5,210.5,241.6,450,289.8,74,330.6,106,236.9,177,205,178,235.3,114,118.2,148.1,284,38.2,123.1,168,165.5,115,141,186,271.4,354.9,215.2,287.3,465,307
2002,1,36,28.3,53.5,100,28.1,45.3,24,47,11.8,34,20.3,30,68,61,0,50,96.8,6,60.6,64.9,19,10.7,12.9,30.7,29.8,93,67,134,49.3,18.7,17.4,54.6,81,67
2002,2,147.4,134.5,125,180,112.9,116,133,122,86.1,58,25.4,9,88.1,9,180,93,10.1,37,18.4,92.3,40,21.6,59.3,102,30.9,57,42,134,142.4,64.9,62.4,95.7,0,98
2002,3,157.1,113.3,394.7,285,279.2,275.4,378,219.4,294.9,76,299.7,191,403,266,180,316,192.7,336,300,384.9,328,90,370.2,327.2,152.9,263,189,402,319.6,307.9880691,272.4,351.7,308,229
2002,4,205.6,298,400,426,241.2,295.3,289,281,412.7,248,243.1,303,326,255,550,390,415.5,321,278.4,304.7,332,216.2,228.7,269.2,154.5,293,229,397,260,313.1910921,307.6,385.5,409.5,415
2002,5,131.9,197.3,74.1,75,94.7,172.4,194,344,199.2,132,197.4,120,158.9,115,120,120,132.5,82,158.8,123.3,215,174.8,129.2,138.8,203.6,205,219,302,216.1,290.9,140.4,189.1,259,219
2002,6,91.4,50.9,63.1,61,60.6,120.7,111.6,127,78.5,61,75.9,80,101.3,169,20,76,65.1,93,77.6,94.8,150,148.9,179.9,146,281.4,125,258,143,71.1,84.05194095,43.6,72.7,6,111
2002,7,45,33.9,75.7,49,36.1,33.5,21,43,24.7,29,10.6,78.6,13.3,62,20,19,7.6,34,29.3,32.5,8,64.8,84,75.3,41,81,68,57,73.5,72.63340399,41.6,84.6,37,88
2002,8,0.3,11.4,3.3,28,7.6,40.4,18.4,37,6.9,29,31.3,20,28.8,114,0,70,44.3,12,4.2,54.7,122,6.4,27.7,59.7,40.6,30,46,116,103.1,43.5,46.7,30.7,105,50
2002,9,25.8,40.5,23.5,74,31.8,94.5,100,76,15.5,60,69.32563233,61,35.4,213,45,57,67.6,125,111.6,129.8,77.2,98.1,133.5,117.1,170.1,182,107,182,50.5,70.8,69.5,80.6,66,153
2002,10,162.1,137.7,330.9,308,223.6,426.5,198.9,289,355.6,140,279.0402649,220,242.1,259,349,338,200.5,203,268.9,278.3,208.6,77.2,204.2,369.3,161,153,233,309,226.1,308.5,219,308.9,284.5,247
2002,11,49.4,172.9,233,177,132.5,91.4,188,187,215.9,42,163.2155369,39,199.7,138,275,68,213.5,155,118.5,96.8,122,52.5,73,100.3,28.5,56,38,339,257.6,197.6,218.5,221.7,342,202
2002,12,196,198,163.3,268,182.4,226.5,254,198,242.5,120,195.1455103,54,260.3,64,150,134,167.5,100,121.9,139.7,89,49.7,59.7,83.4,146.3,191.8,51,217,147.8,193.6,196.3,195,237,248
2003,1,42.4,27.2,36,11,52.7,13.2,124,62,69,29.2,42.4,0,40.6,23,0,74,13.3,24,9.5,11.5,9,5.1,12.9,28.1,83.7,44,25,150,73.7,106.9,16.8,39.5,17,120
2003,2,53.2,194.9,115.7,97,144.6,158.3,87,135,234.3,82,172.1,139,108.1,44,35,63,86.90390326,66,104.7,89.2,167,22.9,39.7,39.3,106,106,104,192,208.7,99.2,153.9,93.2,145,128
2003,3,251.6,147.4,162.6,111,144,227.4,237,332,145.8,100,146.4,262,251.1,158,40,203,161.1888066,78,214.4,167.8,248,85.6,60.4,120.5,208.3,126,218,262,315.6,224.7,130.9,212.5,482,226
2003,4,169.8,148.6,256.7,262,163.3,161.5,173,213.1,222.7,122,117.2,267,193,176,265,135,147,324,216,306.2,156,121.3,338.3,233.5,375.9,411,365,284,175.4,278.2,117.3,211,172,155
2003,5,7.8,33.4,202.6,134,147.8,87.6,100,46,72.8,35,94.4,54,163.5,140,80,93,64.2,102,133,126.1,126,87.2,101,84,94.1,111,218,68,50.2,49,178.1,132.5,182,96
2003,6,17.9,69.6,74.6,173,198.3,157.2,145,110,58,65,171.6,113,172.9,224,280,209,160.4,235,300.4,280.7,122,22.6,188,203.1,73.9,158,121,266,82.3,166.2,68.2,144.7,84,253
2003,7,7.7,177.6,26,43,18.4,36.2,20,4,51,27,39.6,40,22.9,26,0,130,44,6,15.3,25.3,0,27,16.7,43.9,33.9,29,45,24,55,88.5,36.2,23.2,1,35
2003,8,0,0.5,9.6,24,27.2,39,36,23,8.4,15,84,11,81.7,20,70,101,55.6,5,20,16,55.9,21.4,14.3,13.8,102.2,63,109,48,17,22.2,28.1,55.9,0,18
2003,9,74.4,115.7,180.2,68,101.7,180.6,60,119,111.1,53,107.2,116,156.4,158,40,286,105.6,229,158.8,184.5,213,146.6,154.9,120.1,241.2,113,196,311,180.7,297.1,71.1,190.8,66,169
2003,10,132.9,168.5,225.3,158,176.4,315,252,376,259.5,90,264.8,177,207.2,202,230,242,122,110,115.7,89.3,213,68.5,171.1,217.1,285.1,255,124,347,258.8,238.4,178.3,185.4,269,375
2003,11,265.6,252.5,199.8,176,288.9,289.8,267,272,240.3,69,311.5,156,417,282,140,206,86.9,139,104.1,90.5,349,39.5,214.5,226.7,72.4,311,71,374,375.8,260.1,237.5,169.1,406,169
2003,12,113.4,106.6,76,50,148.9,190,142,123,149.1,64,83.8,49,240.6,129,90,74,125.9,132,68.4,112.1,70,47.4,9.1,99.7,30.9,63,7,259,115.7,226.4,56,162.2,71,93
2004,1,20,24.7,46,33,45.9,68.3,188,72,57,62,105.8,3,114.1,137,110,80,89.2,5,56.5,3.7,42.05794183,1,10.8,74.2,5.4,86,7,180,92.4,217.7,66.01951567,65.4,106,157
2004,2,162.5,288.4,125.9,147,136.4,118.7,134,140,145.7,134,209.2,133,205.4,108,100,124,269.2,39,34.7,47,108.2671482,56.7,56.2,79.3,62.6,121,92,288,243.4,280.7,126,189.3,207,82
2004,3,11.3,7.9,35.7,17,59.5,33,41,87,53.9,121,41.7,34,41.9,35,0,33,7.5,27,23.7,38.1,37.59842769,27.9,93,45.7,48.9,61,86,115,144.2,68.4,65.2,89,0,72
2004,4,112.4,155,386.6,335,210.4,162.8,400,311,279.6,229,225.1,231,298.4,221,180,402,261.8,176,174.5,188.7,140,47.3,175.4,183.5,90.5,272,127,388,180.1,370.3,171.9,156.5,305,245.1
2004,5,34.7,33.8,43.2,102,156.4,223.9,54,84,74.4,252,116,218,120.8,285,180,87,150.3,269,223.4,168.6,356,77.1,182.3,308.5,272.3,325,306,194,88.4,83.9,44.7,193.4,246,298
2004,6,6.5,10,11.2,18,7.5,17,52,31,23.3,49,8.5,22,18.5,45,40,113,25.7,64,17,48.2,141,6.3,17.7,26.7,0,35,102,70,9.6,11.7,6.5,48.4,53,63
2004,7,23.6,49,44.5,157,98.5,106.5,64,46,98.9,52,117.5,21,113,35,35,25,13.8,31,59.9,68.4,27,41.1,69.2,53.5,116.3,134,148,129,81,61.1,148.6,163.8,101.9329956,85
2004,8,17.9,15.9,8.8,0,15.6,6.3,22,0,0.2,24,0,21,1,8,0,25,3.5,10,11.5,5.9,30,6,46.7,34,82.2,102,50,8,7.134106006,5.1,0.1,0,0,0
2004,9,51.9,64.9,90.8,83,72.8,89.6,61,52,72.3,136,110.4,169,156.8,160,86,115.5,103.4,98,169,127,56.5,98.6,90.5,144.1,189.3,152,127,92,160.8,135,30.2,120.2,52,145
2004,10,252.9,291.1,278.4,293,310.1,380.6,410,467.5,399.2,351,324.7,140,485.9,267,212,159,237.2,227,327.1,217.7,374,128.1,146.8,201,186.1,201,164,353,243.2,490.8,264.8,309,471,395
2004,11,92.5,390.2,101.9,66,200.6,200.8,366,457,459.9,538,230.4,32,212.8,107,214,233,117.6,108,54.8,102.2,67,58.1,75.9,191,147.3,215,114,407,183.6,411.7,296.7,170.8,330,292.2
2004,12,257,220.8,36.7,85,75.1,138.1,248,263,236.2,158,233.4,97,232.4,148,152,76,23.4,63,55.1,102.9,175,109.9,63.6,46.2,93.3,58,156,150,195.2,227.4,168.4,106.3,108,128
2005,1,46.8,139.3,73.5,92,78.9,114.7,144,208,16.3,107,70.7,71,111.6,156,61,16,55.1,115,54.6,120.4,60,17.4,67.5,118.1,88.7,96,147,101,103.9,183.7,52.5,91.2,235,162
2005,2,52.5,82.7,201.5,93,185.3,220.7,223,153,339.8,84,256.7,73,306.3,119,131,84,16.7,40,48.2,88.8,131,13.9,69.3,97.3,10.3,34,20,671,103.7,359,133.1,75.3,121,342
2005,3,123.7,172.7,182.980493,188,149.1,145.9,269,205,162.7,107,293.2,183,245.3,118,206,128,190.2,142.0466567,164.4,171.9,148,21,95.5,96.6,176.1,194,117,202,134,184.4,228.5,184.2,201,383
2005,4,139.5,156.6,27.1,59,80.7,162.3,142,134,38.1,59,112.8,53,79.8,244,82,16,59.5,223,77.6,109.8,107,76.5,85.5,119.9,137.1,127,205,169,118.7,260.1,105.3,47.6,107,161
2005,5,126.8,231.4,234.2,213,162.6,269.9,273,349,233.7,234,249.5,284,205.8,347,200,258,308.8,270,313.4,271.1,334,106.6,254.2,272.1,229,256,312,318,235.4,271.5,180,194.6,237,171
2005,6,1.1,11,38.5,97,61,37.2,19,28,1.3,7,19.7,33,6.1,51,37,50,11.4,112,82.5,42.9,71,15.1,42.1,26.3,141.5,155,169,33,6.3,10.5,28.4,69,71,12
2005,7,10.9,63.1,75.8,88,76.8,72.4,37,78,89.9,66.30572675,26.9,2,28.3,12,59,21,32.4,35,23.3,18.8,103,3.7,35.1,41.4,33.1,95,83,87,45,85.5,20.2,17.1,100,95
2005,8,13.8,24.2,29.1,45,46.5,21.4,14,26,28.3,53.03179249,60.3,5,23.5,28,44,15,22,14,39.3,26.2,0,5.2,70.3,50.5,78.6,159,56,23,50.3,27.5,1.1,7.3,2,96
2005,9,44.9,36.2,76.7,58,44.1,47.1,158,239,126.8,75.2770088,173.4,52,118.3,106,20,40,46.1,125,170.2,135.4,7,70,227.2,120.2,195.2,114,194,115,41.5,82.1,57.6,72.5,90,122
2005,10,210.3,319.3,310.2292493,322,272.7,535.8,467,527,355.7,215,475.7,379,350.4,120,157,431,239.9164647,307,239.9,195.7,352,86.4,167.5,240,238.8,393,159,434,409.2,550.8,254.4,433.3,419,417
2005,11,160.5,194,133.8,152,132,240.8,343,279,232.5,309,358,87,266.7,201,294,207,184.8403795,186,219,217.3,183,102,155.8,167.4,166.8,201,189,243,246,358.9,100.3,204.3,282,461
2005,12,237.4,238.6,206.6,176,141.4,216.5,420,595,322.7,131,231.5,55,172.2,181,172,80,105.6,109,93.3,83.7,115,24.2,73.8,130,60.4,43,59,263,243.6,335,193.7,250.4,355,258
2006,1,169,259.2,107.3,163,148.2,142.4,213,347,77.1,163,89.6,33,93.5,252,119,100,98.2,95,71.2,55.5,122,47.8,0.6,70.9,51.1,79,143,389,154.4,229.6,114.2,122.1,128,187
2006,2,188.3,150.4,31.3,78,58.3,165.5,134,279,138.5,358,152.2,30,104,106,59,45,12.7,104,29.4,37.9,55,5.3,52,48.7,25.7,68,38,173,192,263.7,43.7,100.2,243.1,214
2006,3,178,227.2,121.6,133,131.2,219,449,436,419.2,213,371.3,137,364.5,118,144,109,164,154.0710481,185.4,124.5,224,51.8,172.1,157.1,88.9,91,89,384,252.4,354.4,106.8,183.7,291,249
2006,4,234.8,225.2,303.6,251,282.8,227.5,392,246,308.4,350,281.9,264,329.5,192,324,187,167.9,137,185.4,214.2,247,46.5,304.1,398.1,266.7,206,247,392,331,364.6,412,361.5,326,358
2006,5,42.9,23.3,35.9,79,99.7,144.7,182,52,53.9,214,121.5,149,212.6,162,198,158,160.7,183,258,221.5,196,250.8,102,142,311.1,237,190,101,82.3,172.1,133.4,134.4,44,133
2006,6,61.5,88.5,45.2,86.5,49.5,117.8,81,88,65.4,98,124.6,58,157.9,119,25,100,83,52,70.7,40.4,101,31.3,45.2,83.4,105.9,109,91,130,75,131.1,70.16905863,182.9,177,239
2006,7,41.5,32.5,34.8,46,49.1,69.8,44,46,108.5,34,86.8,12,56.3,42,25,39,47.3,20,46.7,11.4,47,6.5,3,12.6,1.5,11,7,49,53.4,60.9,35.4,91.6,6,99
2006,8,1.7,2.6,10.7,20,15,38.1,10,2,17.3,48,16.5,21,27,27,24,1,10.18065398,32,5,34.1,20,79.5,17.1,51.2,81.9,136,94,13,48.2,53.4,12,13,25,30
2006,9,26,56.5,180.5,151,85.1,41.3,21,51,65.2,58,43.6,87,50.4,155,64,89,127.3635408,143,146.4,101.7,160,138.6,106.9,91.8,60.6,95,196,54,66,47.9,65.1,47.7,103,120
2006,10,143.5,108.1,137.6,151,117.2,382.7,229,294,342.1,207.5041028,289.8,97,279.1,170,161,83,98.8,62,63.3,71.4,166,122.4667387,61.1,119.4,153.4,161,145,319,313,267.2,193.7200582,223.1,396,279
2006,11,244.6,462.2,246.2,232,162.9,214.6,348,454,321.6,213,370.9,192,315.2,373,286,184,132.9,262,141.1,218.8,179,113.4,223.4,273.2,347.3,141,216,351,437.7,481.1,468.4,418.9,548,383
2006,12,215.7,185.9,183,230,354.4,326.8,264,221,214.1,114,301.4,130,349.6,0,354,155,202.8,208,172.5,257.2,295,143.6,56.3,195.4,80.4,108,101,218,213.2,248.5,301.8,347.5,378,198
2007,1,51.6,156.4,80.7,106,57.8,143.2,305,66,31.5,24,101.8,143,93.6,113.9366587,54,120,117.5,103,109.7,108.7,162,138,120.7,114.8,149.8798837,194,251,91,84.2,113.6,119.5,119.1,333,158
2007,2,1.2,39.2,35.5,13,38.6,107.7,41,12,34.6,50,21.1,0,26.7,17.2874805,7,5,28.3,0,6.8,1.6,6,0,7.3,4.2,52.3,0,19,122,24,71.6,84,20.8,43,17
2007,3,126.9,175.1,175.2,178,139.8,236.3,303,284,185.4,192,213.2,185,263,200.2623096,229,118,162,182,254,281.5,168.5,214.8,231.1,222.3,221.2,185,145,351,377.5,316.4,102.8,269,191,340
2007,4,86.4,229.6,291.9,341,461.3,268.4,319,492,318.8,174,263.9,378,322.3,350.8065864,176,335,317.6,408,412.7,269.7,411,144.7,185.7,349,364.3,323,170,374,418,376.1,419.9,389.7,547,552
2007,5,80.8,138.4,197.1,180,251.9,310.1,313,190,294.7,143,269.4,192,329.2,290.6681855,279,424,188.1,246,266.1,272.5,397,294.7,259.1,355.2,343.2,105,270,227,174,309.3,193.4,226.2,236,376
2007,6,27.7,21.6,76.4,78,21.6,35.4,39,12,18.1,67,33.5,37,34.5,99.98990274,25,146,47.2,81,73.6,128.6,104,57,16,38.9,44.8,36,51,81,29,69.1,48.2,53.1,80,98
2007,7,66.9,74,110.7,120,144.3,18.7,96,93,89.1,30,105.9,93,143.4,119.8565663,120.1,47,181.6,145,167.7,159.5,77,111.3,100.9,103,31.5,48,65,189,108.5,97,88.9,142.6,135,200
2007,8,28,68.6,35.9,60,26.4,126.8,45,116,29.9,57,91.9,46,32.7,77.49178212,7,68,24.5,19,19.2,25.3,56,66.5,73.6,70,136.1,144,42,114,78.6,94.8,53.6,28.1,30,122
2007,9,0,6.2,40.5,22,7.6,32.2,62,25,0.8,43,19.1,97,0.5,63.51339896,3,0,4.9,31,24.7,28.1,56,33.5,34.2,47.9,186.7,103,64,7,40.3,23.2,0,11.6,0,60
2007,10,271.3,287.3,307.5,375,237.8,441.1,655,557,236.3,235,540.6,164,366.1,295.5471939,353.3,131,265.8,239,213.8,174.8,284,257.6,252.7,201.5,323.4,422,282,498,475.5,510.1,230.9,374.4,474,373
2007,11,294.7,162.5,146.5,193,258,145.6,155,293,211.5240557,181,290.4,71,349.2,133,161,247,163.7,163,155.6,166.1,150,60.5,77.6,173.4,57.6,198,79,284.4,409.3,368.3,197.7,261,346,292
2007,12,127.4,238.7,140.3,162,144.8,144.9,339,363,168.8,200,277.9,55,350.9,189,50,57,218.4,131.2911533,51.2,71,121,39.5,117.5,123.5,189.5,54,23,472,126,401.4,274.5,227.1,276,336
2008,1,59.4,146.3,217.3,239,81.3,156.5,162,272,150.5,99,197.2,88.9,175.5,63,58,42,51.4,149,70.2,152.2,157,96.8,61.9,70.7,105.5,113.1,116,312,182.6,260.9,163.4,93,100,173
2008,2,144.7,190.8,148.1,141,92.3,250.8,476,287,180.5,164,217.1,46,390.4,174,134,21,36.5,85,109.8,111.9,82,172.5,109.2,128.7,103.9,172,159,299,225.5,367,117.1,111,250,336
2008,3,126.5,204.5,170,61,73.8,273.1,263,265,172.6,197,370.8,148,182.9,217,82,65,122.9,151,166.6,70.5,148,29,37.9,116.3,73,83,31,306,293.5,348.6,150.9,186.2,286,308
2008,4,356.3,459.2,258.6,177,174.1,213.1,254,234,278.5,109,203.6,113,318.1,200,407,170,249.2,164,134.1,101.5,229,324.8,187.1,185.6,142.3,174,182,453,497.8,293.6,224.3,214.9,373,242
2008,5,123.2,236.9,270.5,300,310.1,337.3,277,330,204.5,182,327.5,206,269.4,423,528,201,290,302,293.1,193,219.9,280.6,415.9,372.3,382.1,418.7,305,390,359.6,259,232.1,404.4,350,343
2008,6,13,13.9,99.7,81,27,100.9,69,146,55.5,125,93,35,116.2,179,130,53,53.7,172,126.4,150,90,76.9,113.8,90.4,48.8,97,34,232,50.6,109.3,51.4,101.1,99,111
2008,7,33.2,17.8,90.2,95,0,98,42,55,27.8,72,140.2,81,77.6,63,96,133,58.7,53,169.1,83,80,67.9,133.5,72.2,117.8,59,164,182,68.7,157.8,163,148.1,160,139
2008,8,73.9,98.5,214.2,201,110.8,200.2,321,174,183.4,277,95.8,168,114.1,427,266,277,180.8,236,181.5,167,195,183.8,316.4,216.4,216,228,203,222,123.5,244.3,189.1,181.4,245,436
2008,9,89.2,86,163.6,236,180.7,79.7,182,118,131.5,78,202.3,137,209.2,248,500,165,138.4,198,181.7,174,92,135.2,200.7,137.6,162.9,72,97,130,139.3,197.1,266.4,172.4,152,223
2008,10,314.7,338.7,274.9,188,142.1,314.3,428,443,259.5,241,167.3,89,210.8,191,421,187,141.9,214.7225306,139.1,155,172,90.2,233.9,216,161.5,143,105,451,297.7,398.5,241.2,199.8,361,305
2008,11,359,465.1,234.2,267,180.5,400.0359847,605,760.4,581.1,479,513.9,119,540.2,392,375,254,123.2,164,123.7,114,357,104.5,250.6,315.8,94,339.157087,126,464,578.6,431.9,361.8,234.4,470.5568894,446
2008,12,297,183.2,54.2,26,110.2,98.47023546,273,136,129.6,111,143.1,89,120.1,194,146,36,25.2,61,21.9,31,79,34,179.2,76.4,8.7,35,19,305,109.3,238,96.4,38.8,158.8,281
2009,1,199.2,243.9,136.8,197,182.9,258,258,278,173.3,100,176.6,113,282.6,320,320,200,146.7,120,171.3,138,257,111.7,161.3,230.1,142.7,145,98,330,257.7,228.5,297.8,213.4,461,589.1
2009,2,99.2,112.6,235.3,149,76,116.2328105,202,263,198.1,77,97.2,121,108.8,169,84,166,128.8,36,79,55,74,47.5,59.5,120.4,9.8,88,24,411,102.6,232.6,63.7,89.2,245,326.6
2009,3,172.2,240.4,422.2,359,330.9,340.2858716,505,496,319.9,264,406.4,251,447,375,409,274,312.3,202,168.3,155,240,152.7,176.8,219.9,101.7,152,129,395,288.6,436.7,345.1,298.8,391,522
2009,4,107.3,107.7,58.8,179,69.7,195.7668834,261,291,109.8,216,125.2,23,176.3,267,337,94,185.5,217,106.2,122,75,146.4,111.5,173.9,190.4,229,104,344,252.6,277.2,62.3,187.4,238,302.6
2009,5,94.1,44.8,37.4,34,15.9,199.1296538,199,209,59.1,92,270.3,77,181.6,165,88,10,91.7,118,96,113,207,160.2,91.4,160.1,190.6,185.6132183,236,207,135.4,84.3,129.1,93.9,120,194
2009,6,16.1,28.8,40.2,76,99,136.6600788,35,69,77.6,87,121,80,47.9,134,56,50,69.5,49.3,62.8,53,90,174.5,85.1,112.8,181.4,176,215,98,81.4,47.3,81,68.9,23,115.0455219
2009,7,4.4,11.4,11.6,8,0,21.66323709,38,26,11.4,19,11.4,1,55.4,20,0,0,1.4,12,2.6,8,7,1.9,18,36.1,20,0,10,24,36.6,14.2,0.5,2.5,6,58
2009,8,91.1,103.6,72.5,81,19,42,40,70,105.8,43,34.6,41,29.1,149,62,64,68.7,79,35.5,37,38,30.5,66.7,108.6,52,105,9,63,175.2,77.3,30.4,23.4,60,174
2009,9,52.2,68.9,118.3,96,88,102,87,25,77.5,72,90.9,70,61,44,91,88,84.5,111,149.1,130,82,83.5,66.3,45.7,90.1,63,95,68,53.4,21.3,38.6,41.2,40,63
2009,10,22.3,138.7,69.5,82,142,178,226,340,134,124,204.8,36,140.7,116,77,144,85.8,92,34,55,124,82,126.8,105.1,147.8,188,87,292,186.2,511,87.7,96.3,159,165
2009,11,29.3,165.3,244.9,95,168,209,232,179,293.7,139,202.1,139,240.5,295,91,85,122.3,166,67.5,68,105,239.3,108.7,152.8,314.6,206,198,219,198.1018391,186.5,173.1,99.8,255,230
2009,12,24.8,31,202.2,165,173,194,140,131,72.3,40,180,106,142.2,163,138,252,198.5,101,195.5,153,152,96.9,104.2,95.7,94.7,82,212,224,181.8,251.3,213.2,91,166,282
2010,1,0,50.9,59.7,27,14,133,26,57.51519922,114.6,23,56.54071189,48,92.9,51,58,101,65.7,59,45.13400478,54,117,35.5,23.2111768,47.3,1.8,3,44,63,60.3,50.20511816,62.1,37.2,39,59
2010,2,40.1,116.6,110.9,118,60,119,103,132,95,49,119.723351,51,124,97,46,35,50.6,102,77.58984725,124,106.1473642,21.2,70.1336633,95,76.3,69,10,163,231.6,177.935903,39.9,77.5,155,113
2010,3,84,89.4,30.9,81,125,114,105,142,96.4,84,94.56060777,36,45.6,189,126,57,144.7,54,93.46947645,79,158,110.4,88.30221652,47.6,123.5,133,25,277,141,234.7544143,156.0843314,195.5,260,280
2010,4,387,356.5,437.2,378,473,421,519,264,483.1,226,476.7128088,446,513.9,313,550.6505314,573,434.3,521,421.4697752,600,375,315.2,293.7616252,234.2,258.1,256,172,481,494.5,481.8353489,439.6353689,544.9,717,477
2010,5,266,295.7,227.9,209,224,381,242,481,379.4,161,298.4108288,226,356.5,286,281,295,257,264,239.8841129,215,163.5,149,181.9767101,163.2,122.2,194.6165824,109,283,251.6,201.7049425,116.2,283.1,319,243
2010,6,96,110.2,41.6,62,113,118,118,188,84.9,183,144.886027,87,133.2,173,158,164,144.2,66,137.5639619,146,144.7343594,136.9,159.5586677,120.2,104,101.8786661,274,203,60.5,133.4659955,118.7,171.7,79,313
2010,7,83,175.8,181.2,189,111,218,189,235,267.6,99,228.1527792,103,280.4,340,181,194,164.5,372,168.7257828,202,155.1976205,113.5,243.6914026,214.2,235.4,164.142081,193,222,195.3,210.5365577,192.0752413,338.8,397,340
2010,8,10,10.7,15,24,43,74,46,57,1.3,79,76.05785764,77,80.1,90,98,52,66.9,60,46.20612265,26,71.99103041,23.8,51.26827791,37.1,156,97.84630758,27,70,84.8,49.16767649,5.1,63.5,46,75
2010,9,96,96,93.1,162,121.9323301,119,135,221,159.5,122,129.8664948,173,91.1,350,131,84,132.8,94,120.1870329,101,201,100.1096007,134.8398091,231.6,80.3,131.6458748,58,206,240.1,208.6161789,200.7,163.3328221,273,317
2010,10,307,274.6,61.4,114,137.9412863,173,324,353,168.8,201,253.6848794,39,295.5,206,126,149,79.6,48,126.0615504,36,222,55.6,145.2973161,175.9,148.4,248,104,177,251.1,339.0139026,128.6,173.8318959,282,214
2010,11,416,289.3,247.7,157,212.0423155,412,597,665,229.2,302,412.0369786,124,394,329,295,275,142.8,166,157.1678867,116,169,99.2,169.3759155,222.7,156.9,224,162,520,512,545.239728,304.1,269.5,345,362
2010,12,286,148,83.9,101,134.2026009,358,298,338,235.5,236,208.4598926,72,158.6,149,127,43,71.1,91,116.6542999,107,82,54.8,138.4781689,287.5,86,138,159,461,228.3,298.6950475,204.4,101.9,398,352
